File,Subjects,Keywords,Cited-by-count
201802601.json,PHAR,Nanostructure lipid carriers;Redispersion;Bromocriptine mesylate;Chitosan;Optimization;Solid lipid nanoparticles;Spray drying,2
201800796.json,COMP,medcouple;k-nearest neighbor distance;anomalous assemblage detection;outlier,1
201801884.json,AGRI;VETE;IMMU;MEDI,PCR;Sand fly;Trypanosoma sp.;ITS1;SSU rDNA,22
201802251.json,COMP;MATE;PHYS,,0
201801187.json,PHYS,,28
201801168.json,EART,Sundaland;Asian monsoon;Intertropical Convergence Zone (ITCZ);Walker circulation;Biome,10
201801492.json,IMMU;MEDI,protein kinases/phophatases;apoptosis;neutrophils;cell activation,8
201801538.json,BIOC;NEUR;MEDI,Gene expression profiles;Sex bias;Autism spectrum disorder;Retrotransposon;Subgrouping;Neuroinflammation;DNA methylation;Alu elements;Lymphoblastoid cell lines;Epigenetic regulation,31
201802744.json,EART,Z value;Thailand-Laos-Myanmar border;Seismic quiescence;Earthquake catalog;Seismicity rate change;Precursor,1
201800779.json,AGRI,Citrus;Antioxidant activity;Maillard reaction;Storage,0
201800283.json,MATE;CHEM,,15
201802314.json,COMP;MATH,Classical poetry;Thai language;Historical corpus;Metadata scheme;TEI,0
201800329.json,ENER;ENVI,CO2 emissions;population growth;GDP growth;energy consumption;income per capita,26
201800407.json,AGRI;CENG;CHEM,Ethylene scavenging;Antimicrobial;Chitosan;Nanocomposite;Titanium dioxide,193
201802590.json,ENGI;MATE,Fiber-cement composites;Alkaline resistant;Basalt;Hatschek process,13
201800057.json,BIOC;IMMU,,3
201801216.json,VETE,Beta-hydroxybutyrate;อะซีโตอะซีเตท เบต้าไฮดอกซีบิวทีเรต ภาวะเลือดเป็นกรดจากคีโตนจากเบาหวาน;Acetoacetate;Diabetic ketoacidosis;Dog;Point-of-care,0
201800954.json,ENGI,Sulfate-reducing bacteria;Microbial fuel cell;Sulfate;Sulfide;COD:sulfate ratio,9
201801646.json,IMMU;MEDI,IgE reactivity;TLR2;lipid-binding protein;Blomia tropicalis;Blo t 7,18
201801353.json,CENG;MATE;CHEM,Viscoelastic Properties;Polyethylene;Mixing;Rheology,2
201800811.json,PHYS;MATE,Mg vacancy;XAS;MgO;Mg(OH)2;d0 ferromagnetism,13
201801703.json,ENGI;MATE,Laboratory test;Flexural strength;Puncture strength;Geosynthetic cementitious composite mat;Tensile strength,27
201800542.json,CHEM,Molecular dynamics simulation;Daidzein;Phase solubility study;Cyclodextrin;Inclusion complex,6
201802085.json,DENT;MEDI,,2
201800112.json,IMMU;MEDI,,6
201801580.json,ENER;MATE;CENG,Application;Extraction;Cellulose;Nanocellulose fiber;Outlook;Biomass,574
201802206.json,MEDI;PHAR,Genetic polymorphisms;Kidney transplantation;CYP3A5;Tacrolimus;POR,13
201802656.json,COMP;MATH,Polyp detection;Video frame segmentation;Colonoscopy;Convolutional network;Real-time detection,8
201801979.json,MEDI,HIV;Matched;TB;Socio-economic;Questionnaire,14
201800391.json,ENGI;CENG,Particulate flow regime;Bladed mixer;Granular material;Impeller torque;Shear rate,25
201800684.json,MEDI,tertiary care hospital;pulmonary tuberculosis;sputum AFB smear;Xpert MTB/RIF;Thailand;time to get correct diagnosis,3
201801996.json,MATE;CHEM,Multidrug resistance;pH-sensitive;Doxorubicin;Chitosan;Selenium nanoparticles,55
201802343.json,PHAR,,8
201802713.json,COMP;ENGI,Decision table;Knowledge engineering;Rule editor;Recommender system,1
201801095.json,BIOC,,192
201801328.json,EART;SOCI,Community Disaster Risk Management Organization (CDRMO);Community-Based Disaster Risk Management (CBDRM);Flood;Readiness;Institutionalization,38
201801778.json,MEDI,Adductor canal block;Pain;Knee arthroplasty;Local infiltration analgesia;Functional outcome,35
201801282.json,CENG,Track-etched membrane;Diffusion;Electrical double layer;Relaxation effect;Colloids;Cylindrical pore,2
201800539.json,MEDI;ENER;ENVI;CHEM,Radon;Submarine groundwater discharge;Thoron,6
201802504.json,CENG,BaCl2 impregnated CaO;Biodiesel;Waste razor clam shell;Rubber seed oil;Transesterification,7
201800169.json,MULT,,74
201802154.json,PHYS,,0
201800493.json,MEDI,Systematic reviews;Atrial fibrillation;Transplant;Hepatic;Liver;Transplantation;Meta-analysis,21
201800186.json,BIOC;IMMU,Vibrio parahaemolyticus;Shrimp;proPO system;Lactic acid bacteria;Immunity;Probiotic,45
201802441.json,AGRI;COMP;ENGI,Bond behavior;Embedded through section (ETS);Finite element;Strengthening,7
201802011.json,CHEM,Acetal;Hexabromoacetone;Diol;Aldehyde;Ketal;Glycerol;Solketal;Oxime;Deprotection;Protection,1
201800885.json,PHYS,String Field Theory;Tachyon Condensation;Spontaneous Symmetry Breaking,9
201801797.json,VETE,Interferential current;Hip;Osteoarthritis;Force plate;Dog,1
201802338.json,MEDI,Anti-VEGF non-responder;Neovascular age-related macular degeneration;Choroidal neovascularization;Poor responder;Ranibizumab and AMD,19
201800305.json,MEDI,,1
201802292.json,CENG,,37
201802768.json,COMP,Usability;Android;Heuristic evaluation,1
201800755.json,MATE;ENVI,Transdermal drug delivery;Deproteinized natural rubber;Plasticizer;Sulindac;Iontophoresis,7
201801847.json,VETE;IMMU,IL-10;PRRSV;Lung;Treg;Tracheobronchial lymph node;Pig,18
201801514.json,CENG;CHEM,Enantiomeric separation;Thermodynamic parameters;Levofloxacin;HFSLM;Isotherm application,13
201801144.json,NEUR,Apoptosis;Neuropsychiatric disorders;Ferroptosis;N-acetylcysteine;Minocycline;Necroptosis,96
201801451.json,PHYS,M(atrix) Theories;D-branes;M-Theory;AdS-CFT Correspondence,4
201801001.json,BIOC;CHEM;PHAR,Diverted total synthesis;Melodorinol;Cytotoxicity;Anticancer,2
201800240.json,MULT,,19
201802787.json,MEDI,telomere length;real-time quantitative PCR;angiogenesis;osteoarthritis;cytokines,21
201800610.json,AGRI;ENVI;EART,Precipitation;Water balance;Pinus;Canopy transpiration;Growing season;Evapotranspiration,15
201801902.json,NURS,Biochemistry;Self-management behaviors;Characteristics;Association;Knowledge;Home blood pressure;Risk factors;Health literacy,5
201802103.json,MATH,Stein’s method;Concentration inequality approach;symmetric simple random walk;half-normal distribution;uniform and non uniform bounds;the number of returns to the origin,0
201800094.json,AGRI,Sodium Tripolyphosphate (STPP);Microbial Transglutaminase (MTGase);White Shrimp;Water Holding Capacity;Sodium Bicarbonate,2
201802553.json,COMP;ENGI;PHYS;MATE;MATH,Polarization Extinction Ratio;Gauge Repeatability & Reproducibility;%R&R;PER;LC/UPC Connector;GR&R;Polarization Maintaining Fiber,0
201800997.json,BIOC;IMMU;MEDI,,118
201801685.json,ENGI;PHYS;MATE,Fluorescence resonance energy transfer;Nanoporous silica;Histamine blue;Histamine detection;Fluorescein,21
201800978.json,MEDI,Depression;Psychiatry;Mortality;Systematic reviews;All-cause;Survival;Umbrella review;Meta-analyses;Cause-specific,125
201801390.json,PHAR;BIOC;IMMU;MEDI,Breast cancer;Genetic engineering;Inverted cytokine receptor;T cell therapy;Chimeric antigen receptor,74
201802046.json,COMP;ENGI;MATH,Promela;Signal Transition Graph;Model checking;Formal verification;SPIN;Asynchronous circuit,0
201800581.json,ENER;ENGI;PHYS,Solid fuel;Process variables;Energy;Intermediate chemical;Lignocellulosic material,70
201802416.json,ENGI;MATE,Polypropylene;Silane;Composite;Surface modification;Microcrystalline cellulose,2
201801113.json,AGRI;ENVI,Optical index;SUVA;Fluorescence index;Iron;Biological index;UV–Vis absorption,19
201801543.json,ENGI;PHYS;MATE,Reduced graphene aerogel;Silver nano particles;Polyaniline;Supercapacitors,19
201800702.json,MEDI;IMMU;PHAR,CRE;Carba NP test;mCIM;OXA-181;OXA-232,47
201801810.json,PHYS,Top physics;Hadron-Hadron scattering (experiments),32
201800352.json,PHYS;ENGI,,12
201802695.json,BUSI;SOCI,Principal;Academic optimism;Thailand;Asia;Teacher work engagement;Authentic leadership,27
201802380.json,MEDI,Sensitivity;Accurac;Specificity;Bacteria;Sinusitis,9
201800647.json,AGRI;VETE,Common marmoset;Biological hazard;One Health;Pre-placement examination;Periodic examination,0
201801955.json,CENG;ENVI,Electrochemical reduction;Silver oxide;Impedance spectroscopy;Bicarbonate,8
201800217.json,CENG,,20
201801056.json,NURS;MEDI,Catheter-related bloodstream infection (CRBSI);Parenteral nutrition-dependence;Survival;Short bowel syndrome;Residual colon,4
201801406.json,ENVI;EART,,4
201801369.json,PHYS,,61
201801693.json,MEDI,Augmentation;Cadaver;External nasal valve;Filler injections,0
201800981.json,ENVI,Microbial fuel cell;Deposition-precipitation;Single-walled carbon nanotubes;Platinum;Cathode,4
201801739.json,CENG;CHEM,mass spectrometry;fibril strain;Parkinson's disease;small-angle X-ray scattering;transition metals,24
201802545.json,CENG;CHEM,,16
201800578.json,MATH,Local group algebras;Group algebras;Complementary dual codes;Abelian codes,9
201800082.json,ECON;SOCI,Google Trends;Nowcasting,0
201802115.json,MEDI,Caregivers;Malaria preventive practices;Myanmar;Under-five children,0
201800128.json,PHAR;IMMU;MEDI,,19
201802400.json,BUSI;SOCI,Multiple crisis;Imperial mode of living;New authoritarianism;Middle-class,0
201800597.json,CENG;MATE;CHEM,natural rubber;ionic drug;electrical potential;Drug delivery;plasticizer,6
201802050.json,IMMU;MEDI,incidence;HIV infections;Thailand;prospective studies;chronic renal insufficiency,8
201801386.json,MEDI,Health;Good health,1
201802683.json,AGRI;BIOC,Homogentisate phytyltransferase;Transient expression;Metabolic changes;Clitoria ternatea;Chlorophyll degradation;α-tocopherol,5
201800344.json,AGRI;BIOC,spermatogonia;testis-mediated gene transfer;gonadotropin-releasing hormone;chitosan,4
201802379.json,IMMU;MEDI,Theombospondin-related anonymous protein;Thrombospondin repeats;IgG antibody response;Cross-reactive antibody;Plasmodium vivax;Willebrand A-domain,3
201801806.json,BIOC,ORF1p;Bladder Cancer;4-HNE;Immunohistochemistry;Cancer Progression;LINE-1;Oxidative Stress,21
201800714.json,PHYS;ENGI,,73
201802729.json,COMP;MATE;CHEM,Mansonone E;Molecular dynamics simulation;Mansonone H;Naphthoquinone;Cyclodextrins;Inclusion complex;MM/PBSA,18
201801555.json,PHYS,CMS;Physics;Vector-like quarks,69
201801105.json,NEUR;MEDI,Predictive values;Autoimmune encephalitis;Specificity;EEG,16
201801410.json,IMMU;MEDI,X chromosome;Systemic lupus erythematosus;Association;Single-nucleotide polymorphisms;Genetics,14
201801040.json,BUSI;ARTS;ECON;SOCI,Students' global leadership development;International school management,2
201800201.json,BIOC;MEDI,FcγRIIB;Cortical bone;Systemic lupus erythematosus;Microindentation,5
201801943.json,MEDI,,27
201800651.json,MULT,,11
201802396.json,MEDI,Predictive validity;Screening tool;Health literacy;Office worker,3
201800485.json,MULT,Stem cells;Osteogenic differentiation;Interleukin 6;Deciduous teeth,6
201802142.json,MEDI,,0
201802512.json,COMP;CENG,Exergy analysis;Optimization;Cryogenic process;Energy analysis,1
201801294.json,ENGI;ENVI,Biofuel;Economic analysis;Supercritical methanol;Biodiesel;Low methanol to oil molar ratio;Techno-economic,45
201800939.json,NEUR,Immune function;Depression;Lofepramine;Oxidative and nitrosative stress;Inflammation;Desipramine;Multiple sclerosis,46
201801781.json,VETE,Bcl2;Bax;ABCB1;Relapsed/refractory lymphoma;ABCG2,1
201800893.json,MEDI,nasal hump;deep fatty layer;dorsal nasal artery;dorsum of the nose,27
201802007.json,NEUR;PHAR,Oxidative stress;Melancholia;Inflammation;Major depression;Immune;Cytokines,45
201802457.json,COMP;ENGI,Ensemble method;Genetic algorithm;Software effort estimation;Error metrics;Correlation;Learning technique;Transformation technique;Estimation method;Software project management;Feature selection,8
201800190.json,PHYS;CENG;CHEM,Scavengers;Reactive oxidizing species;Photocatalytic oxidation;Glycerol;Black TiO2,21
201801152.json,ENGI,Non-linear ground response analysis;Northern Thailand;Attenuation model;Liquefaction;Earthquake,32
201801502.json,IMMU,,11
201801851.json,ENVI,Ammonia-oxidizing bacteria;Wastewater treatment;Selective inhibitors for ammonia oxidation;DNA-stable isotope probing;Nitrifying reactor;Ammonia-oxidizing archaea,21
201800743.json,NEUR;MEDI,Functional MRI;Neurocognitive function;Anterior temporal lobectomy;Memory reorganization;Temporal lobe epilepsy,10
201802284.json,COMP,Compositional verification;Program slicing;Promela;SPIN;Data invariant,2
201800313.json,MULT,Cardiac surgery;Pain management;Cold therapy;Acute pain,3
201801914.json,CHEM,Absorption;Fluorescence;Polyimide;Stern-Volmer;Porphyrin;Quenching,10
201800606.json,ENGI;ENVI,Undrained capacity;Misalignment;Mesh refinement;Finite element analysis;Suction anchor;Failure mechanism,0
201802791.json,SOCI,,3
201800256.json,ENER;ENVI;SOCI,MSW;Curbside pickup;Community-based recycling;Socioeconomics factor,8
201801017.json,COMP;MATH,Predictive Analytics;Data Classification;Business Organization;Agglomerative;K-means++;Decision Tree,2
201801447.json,PHYS,Heavy-ion collision;Jet physics;Heavy Ion Experiments;Quark gluon plasma,31
201800804.json,MATH,Semigroups;Linear transformations;20M20;Magnifying elements;Basis;20M10;Vector spaces,5
201801716.json,ENGI,Videos;Inter-Domain Network;Software Defined Network (SDN);Video Conference;Computer network management,7
201801346.json,NEUR,Inflammation;Tryptophan;Schizophrenia;Compensatory anti-inflammatory reflex system;Immune activation;Cytokines,39
201800107.json,COMP;ENGI,Internode;Compressive strength;Node;Thai Dendrocalamus Giganteus Bamboo (TDG);Bending strength;Tensile strength,4
201802090.json,NEUR;PHAR,Bipolar;Cognition;Anxiety;Schizophrenia;Major depression;CANTAB,25
201800557.json,ENVI,Porous carbon;Activated carbon;Nitrogen functionality;CO2 adsorption;Polybenzoxazine,23
201800042.json,AGRI;NURS,Fermentation;Diabetes;Alternative medicine;Fermented foods,35
201802585.json,ENGI;MATE,Nanocrystals;Hydroxyapatite;Composite;Morphology;Microwave,1
201800412.json,MULT,,17
201800941.json,DENT;SOCI,dental educator;European dental education;curriculum for educators,5
201801653.json,ENGI;MATE,Piezoelectric materials;Generalized T-stress;Permeable cracks;Penny-shaped cracks;Impermeable cracks,5
201801203.json,ENGI;MATE;CHEM,Carbonate reservoir;Multi-ion exchange mechanism;Low salinity water flooding;Enhanced oil recovery,1
201802706.json,MATE,morphology;LLDPE;blown film;Polyethylene;blow-up ratio,5
201801829.json,ENER,Energy yield;Process variables;Platform chemicals;Hydrothermal treatment;Lignocellulosic biomass,31
201802356.json,AGRI,,12
201800691.json,AGRI;IMMU,Pseudonocardiaceae;Actinomycete;Taxonomy;Pseudonocardia,4
201801983.json,ENGI;CENG;CHEM,Post-combustion capture;Membrane technology;Membrane contactor;CO2 capture;CO2 separation,105
201801080.json,SOCI;MEDI,Thailand;survey;illicit drug;epidemiology,11
201801595.json,ENVI;PHAR,α1-Na;Rat kidney;Vanadate;MDA;K-ATPase protein;CAMP,5
201800384.json,MEDI,,120
201802643.json,AGRI;ENGI;ENVI;EART,Railway construction processes;Equipment;Simulation model;Gas emissions,0
201802213.json,COMP,Semantic computing;Global environmental analysis;Multimedia system;Data mining,3
201800500.json,PHYS,Top physics;Hadron-Hadron scattering (experiments),33
201800150.json,MEDI,bleeding;gastric neoplasms;endoscopic submucosal dissection;proton-pump inhibitor;vonoprazan,16
201802497.json,CENG,Lactic acid;Donnan exclusion effect;Fermentation broth;Ionic strength;Reverse osmosis,2
201801311.json,AGRI,Rubiaceae;Australasia;Fruit;New genus;Parasitoid wasp,0
201800853.json,COMP;ENGI,MAC layer protocol;Media access control protocol;Wireless sensor networks (WSNs);Internet of things (IoT),6
201801741.json,PHYS,Higgs boson pair production;CMS;Higgs;Physics,94
201801254.json,PHYS,Top physics;Dark matter;Hadron-Hadron scattering (experiments),34
201800916.json,HEAL;PHYS;BIOC;MEDI,Chemoprevention;Skin cancer;Medicinal plants;Phytochemicals,9
201801604.json,BIOC,,4
201802182.json,COMP;EART,GNSS for aviation;Augmentation System;Multi-constellation GNSS,0
201802478.json,MEDI,,2
201800445.json,ENGI;BIOC;CENG;MATE,nanogel;BMP2;Bone regeneration;FGF18;hydrogel;arginine-glycine-aspartate (RGD),12
201802028.json,AGRI,urbanization;south-east Asia;field size;bee richness;Bee abundance;land cover;flowering plants,19
201800015.json,AGRI,Eastern thailand;Apocynaceae;Asclepiadoideae;Open sandy area,6
201801487.json,DENT;MEDI,genetics;tooth;isolated;agenesis,18
201802301.json,SOCI,AFAS;ASEAN;Electricity;ACIA;Thailand;FDI; Trade in Service,0
201800296.json,COMP,Clustering;Point of Interest;Taxi GPS Data;DBSCAN,4
201802751.json,CENG,2-nozzle system;Flame spray pyrolysis;Bimetallic AuPd alloy particles;AuPd/TiO2;Acetylene hydrogenation,28
201800279.json,PHYS,,1
201802244.json,PHYS;ENGI;BUSI,Learner opinions;Learner behavior;Flipped classroom learning,1
201800783.json,PHYS,,28
201801891.json,MEDI,Bariatric surgery;Obstructive sleep apnea;Morbid obesity,25
201800629.json,COMP,Stock indicator;Random forest;Online emerging topics detection;Classification,4
201802614.json,BIOC;CHEM,,16
201801468.json,MEDI,Growth hormone;Children;Idiopathic growth hormone deficiency;Pituitary gland;Magnetic resonance imaging,7
201801192.json,PHYS,CMS;Physics;B0 decays,126
201801038.json,AGRI;HEAL;IMMU;SOCI,Clitoria ternatea L. flower extract;Predicted glycemic index;In vitro starch digestibility;Hydrolysis index,24
201801757.json,ENGI;ENVI,residual;LNAPL;diesel fuel;water table fluctuation;entrapment,4
